tickSequence,exchangeName,stockName,highPrice,lifeTimeHighPrice,lifeTimeLowPrice,dayHighPrice,lastTradedPrice,week52HighPrice,week52LowPrice,bestBidPrice,bestAskPrice,dayOpenPrice,dayClosePrice,prevDayClosePrice,dayLowPrice,highPriceRange,lowPriceRange,absolutePriceChange,percentPriceChange,bestBidQuantity,bestAskQuantity,dayVolume,date,lastTradedTime
403,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
403,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
410,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
410,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
410,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
410,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
407,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.55,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,25,1102,3563,2017-07-19,09:21:00.000
407,NSE,WIPRO,295.9,517.5,0.98,270.75,269.75,284.0,204.05,269.7,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.75,0.28,43,1203,58450,2017-07-19,09:21:00
405,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
405,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
404,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
404,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
413,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,783,420960,2017-07-19,09:21:00.000
413,NSE,HCLINF,66.8,290.0,3.65,57.35,56.35,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.65,1.17,534,12507,2206721,2017-07-19,09:20:58
405,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,745,1278,14561,2017-07-19,09:21:00.000
406,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.0,1097.1,900.3,985.5,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,0.6,0.06,368,360,4394,2017-07-19,09:21:00.000
406,NSE,INFTEC,1084.15,1279.3,1.41,988.65,985.95,1096.5,901.0,985.95,986.2,981.45,985.6,985.6,981.0,1084.15,887.05,0.35,0.04,41,491,120356,2017-07-19,09:21:01
401,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,1556,10139,571430,2017-07-19,09:21:01.000
401,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,111171,6674,3723297,2017-07-19,09:21:00
405,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2438.2,2439.5,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,92,100,4299,2017-07-19,09:21:01.000
405,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.75,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,1924,51,231937,2017-07-19,09:20:58
405,NSE,TCS,2649.15,2839.7,207.68,2444.5,2441.3,2744.8,2051.9,2440.45,2441.3,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.95,1.37,52,173,106778,2017-07-19,09:20:59
411,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
411,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
408,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.4,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,1102,1102,3563,2017-07-19,09:21:01.000
408,NSE,WIPRO,295.9,517.5,0.98,270.75,269.75,284.0,204.05,269.7,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.75,0.28,43,1203,58450,2017-07-19,09:21:00
411,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
411,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
406,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
406,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
406,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2438.2,2439.5,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,92,100,4299,2017-07-19,09:21:01.000
406,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
406,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,1559,497,14561,2017-07-19,09:21:01.000
406,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.95,216.0,101.0,200.85,200.95,201.5,200.05,200.05,200.7,220.05,180.05,0.9,0.45,100,991,232038,2017-07-19,09:21:00
405,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
405,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
402,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,5900,1556,571930,2017-07-19,09:21:01.000
402,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,111171,6674,3723297,2017-07-19,09:21:00
407,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.0,1097.1,900.3,985.5,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,0.6,0.06,368,360,4394,2017-07-19,09:21:01.000
407,NSE,INFTEC,1084.15,1279.3,1.41,988.65,985.95,1096.5,901.0,985.95,986.2,981.45,985.6,985.6,981.0,1084.15,887.05,0.35,0.04,41,491,120356,2017-07-19,09:21:01
414,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,783,420960,2017-07-19,09:21:00.000
414,NSE,HCLINF,66.8,290.0,3.65,57.35,56.35,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.65,1.17,534,12507,2206721,2017-07-19,09:20:58
412,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
412,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
409,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.4,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,1102,1102,3563,2017-07-19,09:21:01.000
409,NSE,WIPRO,295.9,517.5,0.98,270.75,269.75,284.0,204.05,269.7,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.75,0.28,43,1203,58450,2017-07-19,09:21:00
407,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
407,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
407,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2438.2,2439.5,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,92,100,4299,2017-07-19,09:21:01.000
407,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
413,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
413,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
415,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,783,420960,2017-07-19,09:21:00.000
406,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
415,NSE,HCLINF,66.8,290.0,3.65,57.35,56.35,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.65,1.17,534,12507,2206721,2017-07-19,09:20:58
406,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
408,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
408,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
408,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.0,1097.1,900.3,985.5,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,0.6,0.06,368,360,4394,2017-07-19,09:21:01.000
408,NSE,INFTEC,1084.15,1279.3,1.41,988.65,985.95,1096.5,901.0,985.95,986.2,981.45,985.6,985.6,981.0,1084.15,887.05,0.35,0.04,41,491,120356,2017-07-19,09:21:01
408,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2438.2,2439.5,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,92,100,4299,2017-07-19,09:21:01.000
408,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
403,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,5900,1556,571930,2017-07-19,09:21:01.000
403,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,111171,6674,3723297,2017-07-19,09:21:00
407,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,1559,497,14561,2017-07-19,09:21:01.000
407,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.95,216.0,101.0,200.85,200.95,201.5,200.05,200.05,200.7,220.05,180.05,0.9,0.45,100,991,232038,2017-07-19,09:21:00
410,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.4,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,1102,1102,3563,2017-07-19,09:21:01.000
410,NSE,WIPRO,295.9,517.5,0.98,270.75,269.5,284.0,204.05,269.55,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.5,0.19,89,1379,58880,2017-07-19,09:21:01
409,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2438.2,2439.5,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,92,100,4299,2017-07-19,09:21:01.000
409,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
414,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
414,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
409,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
409,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
407,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
407,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
408,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,1559,497,14561,2017-07-19,09:21:01.000
408,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.95,216.0,101.0,200.85,200.95,201.5,200.05,200.05,200.7,220.05,180.05,0.9,0.45,100,991,232038,2017-07-19,09:21:00
409,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.0,1097.1,900.3,985.5,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,0.6,0.06,368,360,4394,2017-07-19,09:21:01.000
409,NSE,INFTEC,1084.15,1279.3,1.41,988.65,985.95,1096.5,901.0,985.95,986.2,981.45,985.6,985.6,981.0,1084.15,887.05,0.35,0.04,41,491,120356,2017-07-19,09:21:01
404,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,5900,1556,571930,2017-07-19,09:21:01.000
416,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,783,420960,2017-07-19,09:21:01.000
404,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,111171,6674,3723297,2017-07-19,09:21:00
416,NSE,HCLINF,66.8,290.0,3.65,57.35,56.35,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.65,1.17,534,12507,2206721,2017-07-19,09:20:58
410,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2437.95,2439.35,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,82,20,4299,2017-07-19,09:21:01.000
410,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
408,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
408,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
412,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
412,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
409,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,1559,497,14561,2017-07-19,09:21:01.000
409,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.95,216.0,101.0,200.85,200.95,201.5,200.05,200.05,200.7,220.05,180.05,0.9,0.45,100,991,232038,2017-07-19,09:21:00
405,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,5900,1556,571930,2017-07-19,09:21:01.000
405,NSE,SININD,36.7,274.01,11.34,34.7,34.6,121.4,16.15,34.55,34.6,33.8,33.4,33.4,33.8,36.7,30.1,1.2,3.59,7906,30689,3731872,2017-07-19,09:21:01
417,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,355,421743,2017-07-19,09:21:01.000
417,NSE,HCLINF,66.8,290.0,3.65,57.35,56.15,64.9,37.55,56.15,56.2,56.9,55.7,55.7,55.35,66.8,44.6,0.45,0.81,2900,5875,2211896,2017-07-19,09:21:01
410,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
410,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
415,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
415,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
410,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.0,1097.1,900.3,985.5,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,0.6,0.06,368,360,4394,2017-07-19,09:21:01.000
410,NSE,INFTEC,1084.15,1279.3,1.41,988.65,985.95,1096.5,901.0,985.95,986.2,981.45,985.6,985.6,981.0,1084.15,887.05,0.35,0.04,41,491,120356,2017-07-19,09:21:01
411,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.4,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,1102,1102,3563,2017-07-19,09:21:01.000
411,NSE,WIPRO,295.9,517.5,0.98,270.75,269.5,284.0,204.05,269.55,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.5,0.19,89,1379,58880,2017-07-19,09:21:01
418,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,355,421743,2017-07-19,09:21:01.000
418,NSE,HCLINF,66.8,290.0,3.65,57.35,56.15,64.9,37.55,56.15,56.2,56.9,55.7,55.7,55.35,66.8,44.6,0.45,0.81,2900,5875,2211896,2017-07-19,09:21:01
411,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2437.95,2439.35,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,82,20,4299,2017-07-19,09:21:01.000
411,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
406,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,6100,1556,572230,2017-07-19,09:21:02.000
406,NSE,SININD,36.7,274.01,11.34,34.7,34.6,121.4,16.15,34.55,34.6,33.8,33.4,33.4,33.8,36.7,30.1,1.2,3.59,7906,30689,3731872,2017-07-19,09:21:01
416,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
416,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
409,BSE,HDIL,93.3,1113.78,26.1,85.5,85.35,104.65,52.25,85.2,85.35,85.1,84.85,84.85,85.1,93.3,76.4,0.5,0.59,2661,9939,26583,2017-07-19,09:21:00.000
409,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,8974,10672,372289,2017-07-19,09:20:58
410,BSE,DLFLIM,220.05,1225.0,72.5,201.7,201.0,215.8,101.05,200.8,201.0,200.0,200.05,200.05,200.0,220.05,180.05,0.95,0.47,1559,497,14561,2017-07-19,09:21:01.000
410,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.95,216.0,101.0,200.85,200.95,201.5,200.05,200.05,200.7,220.05,180.05,0.9,0.45,100,991,232038,2017-07-19,09:21:00
411,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,2000,33980,2017-07-19,09:21:00.000
411,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,59511,45030,110566,2017-07-19,09:21:00
417,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:38.000
417,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
413,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
413,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
419,BSE,HCLINF,66.9,299.95,3.61,57.8,56.25,64.85,37.55,56.15,56.25,57.8,55.75,55.75,55.25,66.9,44.6,0.5,0.9,1176,355,421743,2017-07-19,09:21:01.000
419,NSE,HCLINF,66.8,290.0,3.65,57.35,56.15,64.9,37.55,56.15,56.2,56.9,55.7,55.7,55.35,66.8,44.6,0.45,0.81,2900,5875,2211896,2017-07-19,09:21:01
407,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.55,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,6100,1556,572230,2017-07-19,09:21:02.000
407,NSE,SININD,36.7,274.01,11.34,34.7,34.6,121.4,16.15,34.55,34.6,33.8,33.4,33.4,33.8,36.7,30.1,1.2,3.59,7906,30689,3731872,2017-07-19,09:21:01
412,BSE,WIPRO,295.5,490.0,0.26,272.0,269.55,283.93,205.0,269.4,269.85,271.0,268.65,268.65,269.55,295.5,241.8,0.9,0.34,1102,1102,3563,2017-07-19,09:21:01.000
412,NSE,WIPRO,295.9,517.5,0.98,270.75,269.5,284.0,204.05,269.55,269.75,270.0,269.0,269.0,269.5,295.9,242.1,0.5,0.19,89,1379,58880,2017-07-19,09:21:01
412,BSE,TCS,2645.75,2834.0,209.0,2442.0,2440.0,2740.0,2054.7,2437.95,2439.35,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,34.75,1.44,82,20,4299,2017-07-19,09:21:01.000
412,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.95,2744.8,2051.9,2440.45,2440.95,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.6,1.35,58,174,106940,2017-07-19,09:21:01
